DATE,AAPL,ABBV,ALV,AMGN,AMZN,BA,BHP,BKH,BP,BSAC,C,CSCO,CVX,DD,DIS,GE,GOOG,GSK,IBM,INTC,JNJ,JPM,KO,MA,MCD,META,MMM,MRK,MSFT,NVDA,ORCL,PEP,PFE,PG,PM,ROG,RY,SAN,TM,TSM,TTE,V,WMT,XOM
2019-12-12,271.45999,88.73,85.78,235.99001,1760.32996,346.29001,53.74,77.04,36.96,22.93,77.05,45.67,118.81,66.19,147.75999,11.44,1350.27002,45.93,135.32001,57.55,141.34,138.02,54.14,292.20999,196.31,196.75,168.56,89.57,153.24001,224.07001,56.47,137.17999,38.54,124.57,84.05,135.19,78.81,4.05,141.60001,58.61,53.13,182.64,119.76,70.34
2019-12-13,275.14999,87.84,84.62,236.74001,1760.93994,341.67001,54.16,77.15,36.94,23.05,76.39,45.3,117.96,64.8,146.38,11.34,1347.82996,45.98,134.21001,57.79,141.38,136.81,54.42,296.09,197.12,194.11,168.78999,89.19,154.53,223.99001,54.51,137.94,38.33,125.47,84.67,132.16,79.42,4.09,142.10001,58.25,52.96,185.14,120.29,69.23
2019-12-16,279.85999,89.43,85.52,243.2,1769.20996,327.0,55.19,78.42,37.44,23.29,76.91,45.98,119.36,64.89,148.46001,11.17,1361.17004,46.88,134.13,57.7,141.78999,137.34,54.42,296.95999,197.88,197.92,170.75,89.29,155.53,225.14999,53.99,137.06,39.14,125.56,86.25,130.32001,79.65,4.15,142.53,58.54,53.7,186.24001,120.54,70.0
2019-12-17,280.41,90.08,86.0,242.84,1790.66003,327.0,55.31,78.04,37.59,23.44,77.74,46.44,118.6,64.22,147.73,11.1,1355.12,46.64,134.22,57.3,143.56,138.17999,54.42,296.0,196.52,198.39,169.92999,89.02,154.69,228.28999,52.84,136.17,38.9,125.31,85.95,127.48,79.57,4.16,142.77,59.23,54.23,185.52,121.28,69.68
2019-12-18,279.73999,89.33,86.79,241.94,1784.03003,330.67999,54.74,78.47,37.65,23.35,77.92,46.64,118.55,63.91,146.25999,10.96,1352.62,46.88,134.41,57.17,143.19,138.03999,53.91,294.73999,195.63,202.5,169.03,89.62,154.37,229.50999,53.39,135.97,38.89,124.01,85.7,129.41,79.22,4.16,142.39,59.1,54.3,184.89999,119.86,69.87
2019-12-19,280.01999,88.77,86.46,241.84,1792.28003,333.5,54.63,78.24,37.65,23.5,78.2,47.88,118.13,63.95,146.14999,11.04,1356.04004,47.01,134.56,57.96,145.35001,137.35001,54.32,297.53,197.06,206.06,172.14999,89.99,155.71001,235.46001,53.24,136.47,38.97,124.92,85.99,129.67999,79.15,4.14,142.75999,57.96,54.41,186.53999,120.08,69.39
2019-12-20,279.44,89.29,85.97,243.06,1786.5,328.0,54.36,78.43,37.85,23.48,78.51,47.45,119.68,63.55,146.88,11.03,1349.58997,47.32,135.59,58.95,146.06,137.24001,54.97,298.57001,197.14,206.3,175.37,91.58,157.41,239.37,53.6,137.92,39.23,125.36,85.27,128.25999,79.25,4.15,141.97,57.93,54.37,188.0,120.29,69.94
2019-12-23,284.0,90.25,85.61,243.03,1793.0,337.54999,54.52,77.3,38.11,23.56,78.76,48.1,120.33,63.92,144.67999,11.16,1348.83997,46.85,135.55,59.23,146.44,137.2,54.91,297.26999,196.2,206.17999,178.47,91.74,157.41,238.82001,53.71,137.03999,39.32,124.9,86.02,129.03999,78.71,4.14,141.96001,58.22,55.04,187.08,119.03,70.29
2019-12-24,284.26999,89.85,85.28,242.33,1789.20996,333.0,54.46,77.33,38.04,23.5,78.59,47.78,120.34,63.78,145.28999,11.19,1343.56006,46.9,134.98,59.41,145.92999,137.58,54.71,297.48001,196.67,205.12,176.67999,91.44,157.38,238.62,53.44,136.89,39.29,125.22,86.11,127.8,78.6,4.12,141.34,57.76,54.78,187.57001,119.51,70.02
2019-12-26,289.91,89.83,85.44,241.89999,1868.77002,329.92001,54.81,77.72,37.98,23.61,79.83,47.85,120.6,63.73,145.7,11.23,1360.40002,46.91,134.91,59.82,145.83,139.03999,55.02,299.20001,197.06,207.78999,176.59,91.34,158.67,239.19,53.57,136.69,39.38,125.22,86.03,126.97,78.66,4.12,141.53,58.25,55.11,189.16,119.52,70.13
2019-12-27,289.79999,89.2,85.72,241.53,1869.80005,330.14001,54.93,77.99,37.86,23.19,79.67,47.77,120.3,63.73,145.75,11.18,1351.89001,47.29,135.27,60.08,145.75,139.14,55.35,300.73999,198.17,208.10001,177.25999,91.5,158.96001,236.87,53.46,137.53999,39.32,126.09,86.31,125.35,79.07,4.13,141.28,58.46,54.98,189.39,119.59,69.89
2019-12-30,291.51999,88.52,84.67,240.27,1846.89001,326.39999,54.72,78.14,37.6,23.1,79.51,47.59,119.85,62.29,143.77,11.08,1336.14001,47.08,132.81,59.62,145.3,138.63,55.27,297.72,196.91,204.41,175.83,91.03,157.59,232.32001,52.7,136.81,38.91,124.47,85.7,124.7,78.99,4.13,140.61,57.85,55.09,187.83,119.4,69.48
2019-12-31,293.64999,88.54,84.41,241.07001,1847.83997,325.76001,54.71,78.54,37.74,23.07,79.89,47.96,120.51,64.2,144.63,11.16,1337.02002,46.99,134.03999,59.85,145.87,139.39999,55.35,298.59,197.61,205.25,176.42,90.95,157.7,235.3,52.98,136.67,39.18,124.9,85.09,124.73,79.2,4.14,140.53999,58.1,55.3,187.89999,118.84,69.78
2020-01-02,300.35001,89.55,85.75,240.10001,1898.01001,333.32001,54.92,76.65,38.14,23.7,81.23,48.42,121.43,63.5,148.2,11.93,1367.37,46.92,135.42,60.84,145.97,141.09,54.99,303.39001,200.78999,209.78,180.0,92.04,160.62,239.91,53.95,135.82001,39.14,123.41,85.19,129.48,79.7,4.32,142.24001,60.04,55.27,191.12,118.94,70.9
2020-01-03,297.42999,88.7,83.34,238.47,1874.96997,332.76001,54.55,76.36,38.83,23.5,79.7,47.63,121.01,62.16,146.5,11.97,1360.66003,46.48,134.34,60.1,144.28,138.34,54.69,300.42999,200.08,208.67,178.45,91.25,158.62,236.07001,53.76,135.63,38.93,122.58,85.03,128.62,79.42,4.19,140.75,58.06,55.47,189.60001,117.89,70.33
2020-01-06,299.79999,89.4,82.05,240.3,1902.88,333.73999,54.49,76.39,39.85,23.58,79.45,47.8,120.6,61.72,145.64999,12.14,1394.20996,46.5,134.10001,59.93,144.10001,138.23,54.67,301.23001,202.33,212.60001,178.62,91.64,159.03,237.06,54.04,136.14999,38.88,122.75,86.02,128.55,79.59,4.21,140.77,57.39,56.51,189.19,117.65,70.87
2020-01-07,298.39001,88.89,81.99,238.03999,1906.85999,337.28,54.49,76.2,39.43,23.93,78.76,47.49,119.06,60.77,145.7,12.05,1393.33997,46.21,134.19,58.93,144.98,135.88,54.25,300.20999,202.63,213.06,177.89999,89.2,157.58,239.92999,54.16,134.00999,38.75,121.99,86.4,130.06,79.37,4.13,141.50999,58.32,56.19,188.69,116.56,70.29
2020-01-08,303.19,89.52,82.08,238.22,1891.96997,331.37,54.76,76.09,38.83,24.19,79.36,47.52,117.7,61.5,145.39999,11.94,1404.31995,46.41,135.31,58.97,144.96001,136.94,54.35,305.10001,205.91,215.22,180.63,88.6,160.09,240.38,54.13,134.7,39.06,122.51,88.04,130.73,79.85,4.12,141.16,58.75,55.85,191.92,116.16,69.23
2020-01-09,309.63,90.21,80.97,238.92999,1901.05005,336.34,54.24,76.86,38.96,24.2,80.08,47.32,117.51,60.95,144.83,11.91,1419.82996,46.65,136.74001,59.3,145.39,137.44,55.34,309.10001,208.35001,218.3,181.2,89.38,162.09,243.02,54.38,134.78999,38.89,123.85,88.28,134.08,79.84,4.15,140.50999,59.23,55.88,193.25,117.36,69.76
2020-01-10,310.32999,89.06,79.29,238.25999,1883.16003,329.92001,54.39,77.46,38.74,23.9,79.25,47.13,116.44,59.71,144.62,11.67,1429.72998,46.79,136.69,58.94,145.06,136.07001,55.53,311.17001,207.27,218.06,180.47,89.53,161.34,244.32001,54.45,134.53,39.49,123.97,87.46,133.57001,79.85,4.09,139.73,58.86,55.46,193.77,116.38,69.14
2020-01-13,316.95999,88.52,78.34,236.92,1891.30005,330.22,54.75,78.6,38.8,23.65,80.65,47.97,116.66,60.4,143.88,12.12,1439.22998,46.95,136.60001,59.59,145.7,137.2,56.13,315.20999,206.50999,221.91,180.92,89.51,163.28,251.98,54.58,136.53,39.41,124.88,87.82,137.21001,80.23,4.1,140.56,60.06,55.4,195.33,115.88,69.8
2020-01-14,312.67999,88.2,79.44,240.0,1869.43994,332.35001,55.19,78.69,38.82,23.3,81.91,47.79,116.3,60.17,145.2,12.03,1430.88,47.04,135.82001,59.43,146.52,138.8,56.0,310.64001,207.32001,219.06,181.37,89.93,162.13,247.28,54.88,136.85001,40.07,124.69,87.58,136.72,80.46,3.98,140.37,60.32,54.69,196.05,116.18,69.2
2020-01-15,311.34,89.26,79.74,241.7,1862.02002,329.79999,55.03,80.02,38.71,22.63,81.24,48.01,116.13,61.14,144.32001,11.87,1439.19995,47.61,136.62,58.94,147.00999,136.72,56.7,314.25,209.77,221.14999,179.78,91.54,163.17999,245.57001,54.76,139.2,40.67,125.96,88.32,131.25,80.71,3.94,139.36,58.39,54.12,199.8,115.28,69.09
2020-01-16,315.23999,89.26,81.69,240.5,1877.93994,332.0,55.56,81.1,38.84,22.55,81.0,49.05,116.89,61.7,145.12,11.84,1451.69995,47.16,137.98,59.66,148.2,137.25,56.82,320.29999,210.85001,221.77,181.00999,91.18,166.17,248.92999,55.43,139.61,40.61,126.07,88.56,133.55,81.43,4.03,140.10001,58.75,54.3,200.95,115.9,68.82
2020-01-17,318.73001,88.0,81.24,241.49001,1864.71997,324.14999,56.48,81.03,38.77,22.5,81.12,49.02,115.58,61.56,144.33,11.81,1480.39001,47.89,138.31,59.6,149.17,138.2,56.94,323.66,211.98,222.14,181.35001,90.97,167.10001,249.28,55.13,141.25999,40.51,126.41,88.69,133.75,81.52,4.08,140.03999,58.58,54.01,204.7,114.96,68.56
2020-01-21,316.57001,87.99,79.72,237.60001,1892.0,313.37,55.58,81.45,38.32,21.73,79.9,48.8,113.31,61.78,143.56,11.66,1484.40002,47.5,139.17,60.55,149.27,136.84,57.17,321.92999,211.16,221.44,179.39,89.97,166.5,247.94,55.22,141.86,40.34,126.09,88.87,131.35001,81.67,3.97,142.38,58.24,53.15,207.28999,115.59,67.58
2020-01-22,317.70001,87.21,79.78,236.75,1887.45996,309.0,56.34,82.06,37.88,21.91,80.1,49.06,112.9,60.78,144.00999,11.37,1485.94995,47.79,143.89,62.73,148.25,136.67999,57.61,324.31,211.44,221.32001,178.03,89.65,165.7,250.05,54.72,143.38,40.19,126.31,88.98,131.36,81.27,3.96,141.56,58.35,52.9,207.89999,116.1,67.19
2020-01-23,319.23001,85.27,79.64,235.03999,1884.57996,317.79001,55.64,82.59,38.2,21.86,79.8,49.0,113.1,60.54,142.2,11.77,1486.65002,47.82,142.87,63.32,148.53,136.53999,57.83,324.98001,213.42,219.75999,177.74001,88.56,166.72,252.86,54.98,143.64999,40.71,124.99,87.08,128.61,81.73,3.96,143.06,57.48,52.65,206.52,115.81,66.77
2020-01-24,318.31,83.54,77.35,225.59,1861.64001,323.04999,54.44,82.47,38.13,21.55,78.42,48.85,111.85,59.39,140.08,11.71,1466.70996,47.23,140.56,68.47,148.32001,133.14999,57.68,323.67001,211.24001,217.94,178.14999,85.98,165.03999,250.48,54.07,142.91499,39.82,125.14,86.15,126.21,80.48,3.88,142.75999,57.73,52.26,205.0,114.37,66.32
2020-01-27,308.95001,84.02,74.27,222.95,1828.33997,316.60001,52.75,82.47,37.44,20.56,76.71,47.47,110.39,57.39,135.89999,11.44,1433.90002,46.48,138.62,65.69,148.75,132.03,57.48,315.76999,209.34,214.87,175.63,86.1,162.28,240.2,52.69,142.14,40.16,125.69,84.71,125.91,79.89,3.81,141.06,55.26,50.81,201.69,115.86,64.74
2020-01-28,317.69,83.77,78.24,224.84,1853.25,316.56,53.01,82.85,37.41,20.5,77.24,47.77,111.12,57.94,138.37,11.73,1452.56006,46.8,139.55,67.31,149.5,134.42999,57.01,320.26999,210.39,217.78999,165.58,86.25,165.46001,247.97,53.46,142.44,38.14,126.03,84.68,125.87,80.34,3.88,142.58,57.09,51.07,202.85001,116.6,64.65
2020-01-29,324.34,83.2,78.13,227.14999,1858.0,322.01999,52.92,83.22,37.17,19.72,76.48,47.05,110.37,57.69,136.06,12.94,1458.63,47.19,137.69,66.33,150.53999,134.23,57.01,320.32001,214.44,223.23,162.0,87.24,168.03999,245.53999,53.2,141.73,37.58,125.06,83.96,122.55,80.11,4.05,141.55,57.19,50.4,204.86,115.89,64.11
2020-01-30,323.87,81.78,78.23,226.14999,1870.68005,323.29999,52.98,83.79,37.03,19.87,77.43,47.24,111.4,52.72,137.81,12.73,1455.83997,46.98,136.77,66.47,150.36,135.89,58.86,324.45999,216.17999,209.53,162.50999,86.5,172.78,245.81,53.31,143.83,37.07,125.95,84.33,121.42,80.1,4.08,141.08,55.8,49.89,208.21001,116.58,64.79
2020-01-31,309.51001,81.02,76.63,216.05,2008.71997,318.26999,51.11,83.03,36.13,20.04,74.41,45.97,107.14,51.18,138.31,12.45,1434.22998,46.8,143.73,63.93,148.87,132.36,58.4,315.94,213.97,201.91,158.66,85.44,170.23,236.42999,52.45,142.02,37.24,124.62,82.7,117.75,78.96,3.92,138.84,53.94,48.59,198.97,114.49,62.12
2020-02-03,308.66,82.3,76.19,216.88,2004.19995,316.0,50.78,83.56,35.23,21.02,75.13,46.53,106.28,51.81,141.32001,12.26,1485.93994,46.73,146.27,64.42,150.17,133.37,58.58,324.51999,215.17999,204.19,156.59,87.34,174.38,240.33,53.09,142.50999,37.51,125.11,83.0,116.3,78.78,3.91,138.92,54.77,48.5,200.81,114.27,60.73
2020-02-04,318.85001,84.36,77.58,221.81,2049.66992,317.94,52.17,83.03,36.5,21.15,76.5,47.62,106.85,52.7,144.73,12.58,1447.06995,47.12,149.11,65.46,151.60001,135.28999,58.84,329.12,214.62,209.83,157.24001,88.36,180.12,247.13,54.04,143.22,37.69,125.66,83.6,118.32,80.13,4.01,140.95,57.52,48.91,203.56,115.27,59.97
2020-02-05,321.45001,86.63,79.13,231.94,2039.87,329.54999,52.85,84.05,37.67,21.17,78.85,48.45,110.28,54.08,141.37,12.86,1448.22998,45.07,156.33,67.34,153.99001,137.59,58.85,328.32001,214.37,210.11,162.33,85.83,179.89999,250.75999,54.74,144.3,38.17,126.81,83.94,121.07,80.47,4.14,141.72,57.92,50.04,202.81,116.81,62.73
2020-02-06,325.20999,87.18,76.93,231.45,2050.22998,341.42999,52.53,84.23,36.88,20.87,78.97,48.69,109.49,53.81,142.7,12.95,1476.22998,44.14,156.75999,67.09,153.53,137.61,58.99,329.29999,212.87,210.85001,162.89,85.68,183.63,254.245,54.71,144.33,38.26,127.14,86.18,118.53,80.92,4.18,143.85001,58.02,50.17,203.03999,116.31,61.88
2020-02-07,320.03,92.29,75.16,229.33,2079.28003,336.75,51.07,83.91,36.37,20.41,78.69,47.97,108.94,52.55,141.02,12.83,1479.22998,43.95,153.41,66.02,151.89,137.17,59.19,327.0,211.61,212.33,160.08,85.08,183.89,251.59,54.72,145.37,38.05,126.08,87.45,115.57,80.65,4.17,142.34,56.2,49.41,202.74001,116.45,61.47
2020-02-10,321.54999,94.75,74.62,227.42,2133.90991,344.67001,51.06,84.47,36.19,20.3,78.48,48.87,109.79,51.78,142.59,12.91,1508.68005,44.61,154.42999,66.39,151.86,137.74001,59.75,330.28,213.21001,213.06,160.14999,85.66,188.7,262.97,54.99,145.66,37.81,126.17,88.75,114.05,80.66,4.15,141.28,57.02,48.87,205.99001,115.25,59.96
2020-02-11,319.60999,96.0,75.87,228.96001,2150.80005,344.42001,51.52,84.56,36.55,20.11,79.09,49.13,111.21,52.69,141.00999,12.85,1508.79004,44.42,153.48,67.41,151.99001,138.0,59.59,330.92001,215.73,207.19,162.45,85.25,184.44,267.89001,55.15,146.08,38.09,124.16,89.44,115.31,81.14,4.17,142.11,58.66,49.31,203.94,115.4,60.53
2020-02-12,327.20001,97.79,78.73,227.0,2160.0,347.45001,52.37,83.88,37.17,20.38,79.33,49.93,112.04,53.55,141.85001,13.16,1518.27002,44.23,155.31,67.46,151.09,138.0,59.41,334.16,217.46001,210.75999,163.8,83.25,184.71001,272.54001,55.73,146.08,37.74,123.45,87.9,117.0,81.53,4.25,142.42999,59.63,49.81,207.44,115.85,61.27
2020-02-13,324.87,95.35,79.0,223.03999,2149.87012,342.82001,52.0,84.86,36.18,20.16,79.0,47.32,111.66,53.27,140.89999,12.94,1514.66003,43.78,154.31,67.44,150.09,137.88,59.61,335.84,217.42,213.14,159.75999,81.97,183.71001,270.78,55.31,146.47,36.93,124.96,88.82,115.21,81.61,4.23,141.10001,59.33,49.19,207.39999,117.44,60.93
2020-02-14,324.95001,94.05,77.26,223.48,2134.87012,340.48999,51.69,85.35,36.0,19.74,78.79,46.97,110.08,53.1,139.53999,12.83,1520.73999,43.74,150.7,67.27,150.13,137.46001,59.95,340.95001,217.09,214.17999,161.00999,82.65,185.35001,289.79001,55.47,146.99001,36.51,126.14,88.5,113.85,81.71,4.18,140.14999,58.19,49.21,210.28999,117.89,60.65
2020-02-18,319.0,93.61,77.37,221.69,2155.66992,338.88,51.56,85.53,36.09,18.98,77.58,46.59,110.24,53.44,139.14,12.75,1519.67004,43.55,151.10001,66.14,149.14,135.64,59.53,341.23999,216.14999,217.8,158.88,82.46,187.23,296.57001,55.45,145.60001,36.32,124.87,87.44,111.86,81.4,4.16,139.38,56.18,48.66,211.2,119.63,59.88
2020-02-19,323.62,94.14,76.63,222.96001,2170.21997,338.29999,51.43,84.84,36.25,18.88,78.05,46.29,110.74,53.5,141.3,12.61,1526.68994,43.49,150.86,67.11,148.94,137.49001,59.77,344.56,215.63,217.49001,159.34,82.0,187.28,314.70001,55.44,145.53,36.23,125.44,87.88,111.59,81.52,4.17,137.84,57.64,48.83,213.31,117.68,60.34
2020-02-20,320.29999,94.23,75.22,222.14,2153.1001,336.28,50.64,84.78,35.98,18.8,78.22,46.85,109.81,52.55,140.37,12.53,1518.15002,42.76,151.22,65.45,148.37,137.49001,59.72,344.45001,215.08,214.58,158.56,82.49,184.42,308.70001,55.51,145.16,35.85,126.58,87.44,110.76,81.4,4.14,139.11,56.48,48.35,211.45,117.69,59.86
2020-02-21,313.04999,94.96,73.57,222.78999,2095.96997,330.38,50.41,84.73,35.36,19.23,76.44,46.295,109.01,52.43,138.97,12.25,1485.10999,43.08,149.84,64.34,149.92999,135.81,60.13,339.70001,215.87,210.17999,156.92999,82.34,178.59,294.07001,54.68,145.85001,35.72,126.7,89.64,110.18,82.62,4.04,139.03999,55.59,48.0,208.81,118.58,59.13
2020-02-24,298.17999,93.14,70.14,217.88,2009.29004,317.89999,47.87,83.02,34.06,18.37,72.53,44.0,104.71,50.45,133.00999,11.86,1421.58997,41.92,146.42999,61.76,145.91,132.16,58.65,324.67001,213.52,200.72,152.55,81.33,170.89,273.28,52.65,142.64,34.67,123.3,85.57,113.54,81.41,3.87,134.49001,54.12,45.54,198.78999,116.32,56.36
2020-02-25,288.07999,89.18,68.75,210.38,1972.73999,304.14001,46.78,80.97,32.93,18.11,69.43,42.74,100.71,47.47,128.19,11.32,1388.44995,41.48,141.71001,59.73,144.64999,126.26,57.82,302.89001,212.10001,196.77,146.85001,80.27,168.07001,262.04999,50.96,141.10001,33.93,121.43,85.0,117.05,79.79,3.73,134.03,53.86,44.16,188.39999,114.39,54.2
2020-02-26,292.64999,88.41,69.63,214.53999,1979.58997,305.59,46.44,79.95,32.68,18.35,68.18,42.16,98.04,47.26,123.36,10.95,1393.18005,41.9,139.75,59.65,143.67999,126.64,57.6,298.04001,210.10001,197.2,148.96001,79.94,170.17,267.64999,52.05,141.98,34.72,120.16,86.25,119.1,78.09,3.76,135.13,55.03,43.91,187.21001,113.78,53.01
2020-02-27,273.51999,85.42,67.51,203.5,1884.30005,287.76001,44.92,76.07,31.53,18.17,64.45,40.04,94.13,45.07,118.04,10.39,1318.08997,41.59,133.11,55.83,139.12,121.37,54.93,285.82001,201.0,189.75,150.16,78.08,158.17999,252.60001,50.78,136.37,34.1,113.5,83.07,114.65,75.99,3.65,131.39999,53.29,42.75,180.00999,110.4,49.82
2020-02-28,273.35999,85.71,66.73,199.73,1883.75,275.10999,43.31,72.2,31.29,18.07,63.46,39.93,93.34,42.9,117.65,10.88,1339.32996,40.53,130.14999,55.52,134.48,116.11,53.49,290.25,194.17,192.47,149.24001,76.56,162.00999,270.07001,49.46,132.03,33.42,113.23,81.87,116.0,74.47,3.66,130.75,53.84,43.14,181.75999,107.68,51.44
2020-03-02,298.81,88.69,67.37,212.2,1953.94995,289.26999,44.25,76.43,32.23,18.61,67.59,41.17,96.59,44.95,119.98,11.21,1389.10999,42.55,134.3,58.18,140.02,121.52,55.92,306.73999,202.55,196.44,153.02,81.37,172.78999,276.42999,50.9,137.58,34.88,119.56,84.97,119.71,76.74,3.66,132.71001,55.98,44.42,192.33,115.88,53.88
2020-03-03,289.32001,87.57,66.45,204.42,1908.98999,280.62,43.94,76.33,31.92,18.42,65.05,40.04,94.39,43.64,116.45,10.88,1341.39001,41.3,128.89999,55.97,135.59,116.96,56.06,292.0,199.50999,185.89,145.24001,79.13,164.50999,265.89001,48.85,135.58,34.3,118.17,83.5,118.97,75.2,3.53,130.95,54.88,43.5,185.73,112.91,51.3
2020-03-04,302.73999,91.75,67.25,215.11,1975.82996,283.12,45.78,80.88,33.14,18.69,67.39,41.39,98.53,44.16,119.18,10.95,1386.52002,43.35,134.22,58.68,143.48,119.85,58.92,302.35999,207.02,191.75999,153.98,82.97,170.55,284.51001,50.54,142.39,36.4,124.5,88.74,123.42,75.61,3.69,131.85001,57.08,44.83,194.28999,116.77,52.42
2020-03-05,292.92001,90.61,63.2,212.12,1924.03003,260.37,43.1,79.28,32.6,18.35,63.49,39.57,97.19,42.42,113.98,10.08,1319.04004,42.59,129.55,56.96,142.00999,113.97,56.74,290.73001,198.32001,185.17,151.41,81.58,166.27,273.29001,48.0,138.10001,35.46,121.63,87.86,116.87,74.31,3.4,129.2,55.73,43.54,186.96001,115.92,50.11
2020-03-06,289.03,88.82,62.68,210.64999,1901.08997,262.32999,41.75,80.68,31.25,17.66,61.28,39.68,95.32,40.5,115.27,9.4,1298.41003,42.38,127.73,55.77,142.03,108.08,55.26,287.01001,198.86,181.09,153.64999,82.2,161.57001,266.04001,47.37,137.25999,35.02,121.66,87.27,111.17,72.69,3.4,127.11,55.07,42.31,184.36,117.23,47.69
2020-03-09,266.17001,85.27,57.71,198.37,1800.60999,227.17,34.87,74.5,25.28,16.52,51.37,37.96,80.67,35.15,104.35,8.21,1215.56006,40.72,117.81,50.85,136.44,93.44,51.86,262.01001,186.86,169.5,144.06,78.96,150.62,245.44,46.01,130.16,33.76,116.06,81.63,97.18,65.41,2.97,122.79,51.83,34.77,171.13,117.16,41.86
2020-03-10,285.34,87.53,62.59,206.8,1891.81995,231.00999,37.76,75.98,26.79,17.25,55.58,40.08,84.98,38.12,111.46,8.85,1280.39001,41.02,124.77,53.98,141.64,100.7,53.66,280.57001,199.86,178.19,153.3,82.02,160.92,261.07999,48.58,134.14,34.59,120.55,84.73,104.01,67.28,3.12,126.99,54.51,37.02,182.60001,119.79,43.41
2020-03-11,275.42999,84.85,61.06,198.64999,1820.85999,189.08,35.45,70.28,24.66,16.66,50.79,37.05,83.03,36.66,105.51,8.21,1215.41003,39.87,117.97,51.66,131.8,95.96,52.21,269.76001,188.25,170.24001,147.24001,79.25,153.63,246.47,44.72,129.75,32.17,111.59,79.84,99.68,63.91,2.97,122.79,52.24,34.51,172.95,114.43,41.98
2020-03-12,248.23,78.61,53.58,182.24001,1676.60999,154.84,30.93,62.19,21.57,15.89,43.26,33.2,76.26,33.28,91.81,7.23,1114.91003,36.51,102.81,45.54,125.41,88.05,47.16,241.5,170.13,154.47,133.58,74.45,139.06,216.31,39.8,115.34,30.02,101.84,72.25,85.36,57.18,2.52,112.2,48.69,29.11,160.08,104.05,37.18
2020-03-13,277.97,85.37,56.73,202.10001,1785.0,170.2,34.29,65.89,22.17,16.81,51.04,37.64,83.42,37.1,102.52,7.85,1219.72998,37.85,107.95,54.43,134.28999,103.91,48.47,270.01001,177.13,170.28,141.67999,76.75,158.83,240.84,47.93,127.45,32.71,114.07,79.5,95.78,64.72,2.71,116.23,52.23,31.22,175.83,114.1,38.12
2020-03-16,242.21001,74.27,47.36,188.67999,1689.15002,129.61,31.55,54.07,18.84,14.13,41.19,33.71,69.7,34.25,95.01,6.66,1084.32996,33.67,99.08,44.61,127.13,88.36,45.26,235.64999,149.00999,146.00999,130.91,69.92,135.42,196.39999,42.72,113.09,30.18,108.5,69.6,87.03,59.89,2.2,108.5,44.9,26.3,152.00999,106.76,34.49
2020-03-17,252.86,73.02,48.03,207.8,1807.83997,124.14,34.87,59.89,18.84,14.79,40.25,35.5,70.69,36.01,93.53,7.08,1119.80005,36.85,106.65,50.08,136.59,93.76,47.18,237.88,147.62,149.42,134.44,74.48,146.57001,217.27,46.86,127.72,32.16,118.24,73.99,102.96,62.43,2.42,118.89,48.54,27.63,157.89,119.26,36.81
2020-03-18,246.67,71.03,41.82,204.88,1830.0,101.89,30.95,50.93,16.11,11.9,36.43,37.12,55.05,32.06,88.8,6.6,1096.80005,34.28,103.55,47.61,134.96001,83.89,44.85,227.92999,137.3,146.96001,137.02,71.63,140.39999,202.82001,47.27,120.92,32.36,117.45,64.91,98.11,55.93,2.16,116.07,44.37,24.8,148.48,122.58,33.12
2020-03-19,244.78,71.06,41.93,198.75999,1880.93005,97.71,32.35,51.4,17.0,14.24,39.64,37.71,57.39,31.66,94.93,6.48,1115.29004,33.66,100.34,45.94,127.05,85.3,41.83,227.14999,149.5,153.13,137.50999,70.73,142.71001,212.97,45.07,117.34,30.42,110.83,66.43,91.54,56.63,2.18,118.23,43.89,24.76,152.25,119.45,34.43
2020-03-20,229.24001,68.82,40.18,188.25,1846.08997,95.01,31.47,51.72,17.39,14.02,38.06,35.6,59.39,31.47,85.98,6.52,1072.31995,33.34,95.39,45.83,119.89,83.5,38.3,211.42,148.49001,149.73,124.89,71.36,137.35001,205.75,45.65,103.93,29.01,102.43,61.09,80.79,54.51,2.19,116.46,44.53,25.42,146.83,113.97,32.74
2020-03-23,224.37,64.5,40.41,185.92999,1902.82996,105.62,31.72,51.14,18.19,13.89,35.39,34.6,54.22,28.46,85.76,6.11,1056.62,31.85,94.77,49.58,111.14,79.03,37.56,203.3,137.10001,148.10001,117.87,66.4,135.98,212.69,44.19,105.18,28.49,97.7,59.98,77.22,49.61,2.26,111.1,45.26,28.8,135.74001,114.28,31.45
2020-03-24,246.88,67.49,45.96,202.34,1940.09998,127.68,36.46,56.81,22.12,13.25,40.66,38.6,66.55,32.46,98.12,7.01,1134.45996,34.0,105.48,52.4,119.18,88.43,39.45,237.07001,161.95,160.98,132.72,69.05,148.34,249.17999,47.84,113.84,29.7,103.27,63.6,79.27,56.36,2.48,116.35,48.87,32.97,154.53,115.03,35.44
2020-03-25,245.52,67.91,48.8,193.14,1885.83997,158.73,37.32,58.56,24.29,13.66,41.86,37.67,69.27,33.23,100.73,7.56,1102.48999,35.42,105.85,51.26,119.4,91.73,41.61,256.48001,162.98,156.21001,131.53999,68.22,146.92,245.62,45.94,112.5,29.75,100.92,66.07,89.99,59.68,2.62,121.29,49.0,36.12,161.78,109.4,37.29
