DATE,AAPL,ABBV,ALV,AMGN,AMZN,BA,BHP,BKH,BP,BSAC,C,CSCO,CVX,DD,DIS,GE,GOOG,GSK,IBM,INTC,JNJ,JPM,KO,MA,MCD,META,MMM,MRK,MSFT,NVDA,ORCL,PEP,PFE,PG,PM,ROG,RY,SAN,TM,TSM,TTE,V,WMT,XOM
2020-03-26,258.44,73.83,49.84,198.49001,1955.48999,180.55,37.85,63.48,24.42,13.87,46.02,40.58,76.38,35.95,105.36,8.12,1161.75,37.25,112.89,55.54,126.57,98.12,44.29,263.17999,167.35001,163.34,136.17999,73.53,156.11,257.23999,50.48,120.26,31.75,107.38,71.16,90.01,61.46,2.65,126.34,49.87,35.37,168.88,109.82,38.82
2020-03-27,247.74001,72.67,47.14,198.27,1900.09998,162.0,35.59,63.1,22.35,14.29,43.8,38.82,68.78,33.83,96.4,7.62,1110.70996,36.44,108.03,52.37,123.16,91.13,42.81,247.64999,164.00999,156.78999,133.24001,71.73,149.7,252.73,49.83,120.46,30.9,110.17,69.15,84.96,58.98,2.46,127.24,46.91,35.2,161.56,109.58,36.95
2020-03-30,254.81,75.24,46.72,208.48,1963.94995,152.28,37.05,68.18,23.92,14.51,44.08,40.32,71.95,33.62,99.8,7.89,1146.81995,37.6,112.93,55.49,133.00999,93.5,45.0,253.25,168.13,165.95,137.74001,76.95,160.23,265.59,50.36,125.48,32.67,115.0,72.55,94.4,59.84,2.46,125.22,47.82,36.78,165.57001,115.19,37.5
2020-03-31,254.28999,76.19,46.01,202.73,1949.71997,149.14,36.69,64.03,24.39,15.13,42.12,39.31,72.46,34.1,96.6,7.94,1162.81006,37.89,110.93,54.12,131.13,90.03,44.25,241.56,165.35001,166.8,136.50999,76.94,157.71001,263.60001,48.33,120.1,32.64,110.0,72.96,94.42,61.55,2.35,119.95,47.79,37.24,161.12,113.62,37.97
2020-04-01,240.91,73.42,43.34,197.81,1907.69995,130.7,35.87,58.48,24.37,15.25,38.51,38.33,68.56,32.52,94.92,7.04,1105.62,37.22,105.14,51.88,128.81,84.36,42.12,228.61,158.17,159.60001,133.14,73.8,152.11,243.07001,48.71,118.12,31.75,109.33,71.12,83.68,58.5,2.25,116.71,46.51,37.48,153.11,114.14,37.53
2020-04-02,244.92999,75.13,42.06,208.88,1918.82996,123.27,37.9,61.08,26.03,16.51,39.23,39.8,76.12,32.51,96.97,6.9,1120.83997,37.7,110.0,54.35,133.14999,87.51,43.95,238.88,161.5,158.19,137.91,76.87,155.25999,255.47,49.8,123.86,32.87,114.4,74.34,88.02,58.99,2.29,117.82,48.13,39.72,157.39,118.65,40.4
2020-04-03,241.41,73.37,40.47,205.41,1906.58997,124.52,36.59,58.37,24.72,16.55,37.49,39.06,75.11,31.87,93.88,6.73,1097.88,37.14,106.34,54.13,134.17,84.05,43.83,237.03,160.33,154.17999,133.78999,76.25,153.83,243.91,49.4,124.59,33.64,115.08,73.46,82.99,57.97,2.23,115.0,47.06,35.67,151.85001,119.48,39.21
2020-04-06,262.47,75.73,47.56,211.58,1997.58997,148.77,38.9,65.33,25.05,16.98,41.12,41.43,80.39,35.39,99.58,7.23,1186.92004,37.91,114.82,58.43,139.75999,89.46,46.67,265.94,177.03999,165.55,140.7,80.31,165.27,268.39999,51.49,131.16,34.57,117.81,75.68,90.11,60.78,2.39,122.41,49.97,37.21,169.44,126.07,40.47
2020-04-07,259.42999,75.39,49.84,208.78,2011.59998,141.58,38.52,63.1,24.8,16.54,41.25,40.64,80.92,37.26,101.24,7.03,1186.51001,37.53,114.94,58.4,137.48,90.64,46.51,259.07999,175.59,168.83,144.60001,78.56,163.49001,259.03,50.76,130.48,33.61,112.77,74.51,89.15,61.25,2.39,121.9,49.72,36.42,168.59,121.99,41.24
2020-04-08,266.07001,78.56,54.42,219.19,2043.0,146.87,39.31,68.03,25.39,16.65,44.26,41.74,85.98,38.86,101.07,7.3,1210.28003,38.08,119.29,58.98,143.25999,94.3,47.82,270.95001,177.49001,174.28,148.99001,81.62,165.13,266.95001,52.13,132.61,34.6,115.1,74.66,94.8,62.4,2.42,123.54,50.27,37.1,174.94,121.84,43.85
2020-04-09,267.98999,79.75,57.66,218.21001,2042.76001,151.84,39.51,70.66,24.9,16.8,47.41,41.2,84.31,40.78,104.5,7.14,1211.44995,38.88,121.5,57.14,141.23,102.76,49.0,269.39999,183.7,175.19,147.78,82.49,165.14,262.95001,53.18,133.63,35.39,114.66,75.34,100.74,63.11,2.33,123.41,48.33,36.74,173.69,121.8,43.13
2020-04-13,273.25,80.3,56.07,218.27,2168.87012,147.33,39.61,67.69,24.91,16.5,46.68,41.22,84.91,38.32,103.5,7.02,1217.56006,38.94,121.15,58.7,139.77,98.19,46.93,263.34,180.12,174.78999,146.39999,80.54,165.50999,269.85001,52.97,130.89,35.14,115.95,73.95,99.77,62.14,2.34,121.26,48.75,36.19,168.99001,125.3,42.76
2020-04-14,287.04999,82.13,55.61,226.8,2283.32007,141.0,40.36,69.35,24.44,16.26,45.42,42.78,84.61,38.43,106.03,6.93,1269.22998,40.38,123.91,60.66,146.03,95.5,48.92,270.72,183.99001,178.17,150.14,82.84,173.7,283.95001,54.0,138.39999,36.44,120.96,77.18,102.09,62.64,2.31,124.64,50.63,35.36,174.62,129.0,42.43
2020-04-15,284.42999,81.82,54.13,221.8,2307.67993,145.98,38.41,66.14,22.84,15.91,42.86,41.52,82.49,35.57,103.37,6.5,1262.46997,39.82,118.69,58.87,147.66,90.79,47.61,257.14001,177.84,176.97,145.16,82.07,171.88,280.84,53.16,135.03,35.97,121.22,75.44,97.49,60.56,2.17,122.99,49.66,33.68,165.96001,128.75999,40.48
2020-04-16,286.69,81.86,52.39,230.89999,2408.18994,134.24001,38.61,65.65,21.85,15.11,40.52,41.5,79.99,36.22,102.02,6.24,1263.46997,41.8,115.73,60.79,149.67,87.33,47.1,246.75999,179.5,176.25,144.89999,83.0,177.03999,294.70001,53.7,135.64,35.88,121.5,75.39,99.96,58.97,2.11,121.83,52.4,32.25,162.42,132.33,39.15
2020-04-17,282.79999,83.45,56.25,234.97,2375.0,154.0,40.02,67.63,23.43,15.44,45.45,42.48,87.17,38.36,106.63,6.84,1283.25,42.07,120.12,60.36,152.02,95.18,48.06,259.97,186.10001,179.24001,146.46001,83.46,178.60001,292.32001,54.62,137.55,36.91,124.69,77.96,103.11,62.33,2.14,124.61,53.69,34.51,169.53999,132.12,43.22
2020-04-20,276.92999,83.99,55.42,236.60001,2393.61011,143.61,38.77,63.5,22.35,14.77,44.01,42.54,83.57,39.72,102.26,6.51,1266.60999,41.72,120.41,59.18,151.67,91.71,46.53,251.73,181.64999,178.24001,143.67,83.1,175.06,287.04999,53.91,134.55,36.08,120.6,76.86,100.76,61.36,2.07,121.71,52.59,33.0,164.22,129.85001,41.18
2020-04-21,268.37,80.36,54.46,230.75,2328.12012,136.33,36.83,63.11,21.64,14.33,41.57,40.55,81.64,39.07,100.54,6.48,1216.33997,41.2,116.76,56.36,149.67999,89.05,45.38,245.35001,177.58,170.8,141.63,78.56,167.82001,269.51001,51.31,130.94,35.62,119.68,72.28,98.03,59.12,2.02,120.67,51.37,32.53,160.53,129.21001,40.96
2020-04-22,276.10001,81.47,54.72,229.28999,2363.48999,134.97,37.75,63.89,23.33,14.55,42.24,41.76,84.44,39.87,100.99,6.43,1263.20996,41.91,119.31,60.1,152.99001,89.34,45.68,256.91,186.48,182.28,143.61,79.98,173.52,286.14999,52.27,132.62,36.25,119.4,73.06,101.1,58.43,2.05,121.43,52.95,34.37,166.59,131.59,42.13
2020-04-23,275.03,82.04,56.6,232.49001,2399.44995,137.74001,38.35,62.3,23.38,14.4,42.46,41.62,86.8,41.2,101.0,6.52,1276.31006,42.21,121.35,59.04,155.50999,89.39,45.07,255.86,182.03999,185.13,144.33,80.88,171.42,284.01001,51.97,130.25999,36.69,119.4,71.78,102.34,58.42,2.08,121.68,52.64,34.61,166.38,128.53,43.45
2020-04-24,282.97,83.59,60.75,236.28,2410.21997,128.98,39.07,62.52,23.39,13.99,43.1,42.52,87.01,41.9,101.19,6.26,1279.31006,42.5,124.72,59.26,154.86,90.71,45.43,258.76001,184.02,190.07001,147.0,81.43,174.55,289.59,53.01,134.36,37.38,118.78,73.67,104.09,58.88,2.05,122.56,52.73,34.15,167.32001,129.44,43.73
2020-04-27,283.17001,84.69,62.27,242.42999,2376.0,128.67999,39.5,65.43,24.31,14.74,46.56,43.06,89.71,43.82,106.06,6.43,1275.88,42.63,125.92,59.47,154.28999,94.62,46.78,265.12,185.89,187.5,153.64999,83.98,174.05,297.07999,53.37,134.46001,38.33,117.45,74.92,109.4,60.48,2.11,124.2,53.51,35.16,171.75999,128.3,43.94
2020-04-28,278.57999,82.76,58.84,237.67,2314.08008,131.3,39.94,67.17,24.16,15.8,47.21,42.49,89.91,46.41,106.21,6.8,1233.67004,42.09,126.27,58.75,151.39,95.29,46.74,264.60001,185.92999,182.91,157.61,81.18,169.81,291.35999,53.2,136.32001,37.91,116.89,77.25,106.78,61.5,2.18,125.49,52.76,35.69,171.25,128.0,44.97
2020-04-29,287.73001,83.76,61.89,235.69,2372.70996,139.0,42.11,65.68,25.43,16.86,50.26,43.34,94.62,48.17,112.25,6.58,1341.47998,41.85,128.69,61.8,150.24001,97.86,47.12,283.69,187.82001,194.19,156.25999,80.77,177.42999,298.45999,53.88,133.36,38.12,117.08,76.5,115.83,63.65,2.33,127.86,54.48,37.5,181.78999,123.6,47.46
2020-04-30,293.79999,82.2,60.02,239.22,2474.0,141.02,40.68,61.94,23.8,16.82,48.56,42.38,92.0,47.02,108.15,6.8,1348.66003,42.07,125.56,59.98,150.03999,95.76,45.89,274.97,187.56,204.71001,151.92,79.34,179.21001,292.28,52.97,132.28999,38.36,117.87,74.6,111.04,61.59,2.17,123.59,53.13,35.15,178.72,121.55,46.47
2020-05-01,289.07001,82.84,58.18,230.98,2286.04004,133.37,38.44,59.73,22.83,16.11,45.52,40.92,89.44,45.07,105.5,6.5,1320.60999,41.21,121.87,57.47,148.28999,93.25,45.6,268.73999,182.66,202.27,148.60001,77.67,174.57001,282.78,51.79,130.14,37.64,116.82,73.28,108.35,60.05,2.15,121.12,51.1,33.43,175.57001,122.92,43.14
2020-05-04,293.16,81.86,56.28,230.91,2315.98999,131.46001,38.88,59.92,23.25,16.53,45.12,41.35,91.44,44.72,103.18,6.21,1326.80005,42.15,121.68,57.99,148.27,92.14,45.14,269.26001,181.87,205.25999,148.39999,76.86,178.84,291.285,51.75,130.92,37.62,115.77,73.31,106.8,60.33,2.12,120.7,52.15,33.56,176.14999,123.7,44.88
2020-05-05,297.56,85.37,57.37,236.36,2317.80005,125.4,39.16,60.05,23.87,16.91,43.95,41.46,92.89,44.69,101.06,6.2,1351.10999,41.99,122.58,58.75,149.5,92.0,45.4,273.98001,179.24001,207.07001,147.42999,78.01,180.75999,293.73999,52.05,131.67,38.51,116.01,72.2,106.26,60.23,2.09,121.96,51.71,35.01,178.44,124.73,44.83
2020-05-06,300.63,85.42,58.3,236.59,2351.26001,121.86,39.38,58.28,23.58,17.23,42.95,41.15,90.05,44.04,100.88,5.98,1347.30005,42.39,123.17,59.18,148.08,90.27,44.75,272.44,176.97,208.47,146.2,77.12,182.53999,297.79001,51.86,130.78,38.51,113.1,71.5,105.9,59.79,2.05,121.58,52.13,34.21,178.78,123.3,43.99
2020-05-07,303.73999,84.22,57.97,233.33,2367.61011,128.64999,40.44,58.21,24.06,17.0,44.64,41.37,92.64,44.76,105.57,6.11,1372.56006,41.7,121.23,59.17,147.59,91.21,44.6,278.47,181.12,211.25999,145.74001,75.6,183.60001,304.87,52.6,131.55,36.96,112.17,70.14,104.68,60.17,2.07,121.52,52.33,34.9,182.72,121.89,44.24
2020-05-08,310.13,83.96,61.14,234.82001,2379.61011,133.44,41.42,60.74,24.03,16.72,46.32,42.99,95.47,46.93,109.16,6.29,1388.37,41.91,122.99,59.67,148.7,92.7,46.11,282.44,181.23,212.35001,148.50999,76.4,184.67999,312.5,53.57,134.23,37.22,115.95,72.0,107.38,61.33,2.13,123.1,52.91,36.42,185.09,122.94,46.18
2020-05-11,315.01001,87.9,60.5,242.74001,2409.0,128.91,40.3,59.38,23.5,15.9,44.07,43.32,93.37,46.2,107.77,6.19,1403.26001,42.07,122.59,60.13,149.11,89.97,45.54,281.23001,180.88,213.17999,145.73,77.91,186.74001,322.62,53.53,134.38,38.1,115.31,71.28,104.97,61.72,2.06,123.62,52.4,34.81,183.56,123.67,45.74
2020-05-12,311.41,90.46,58.85,237.21001,2356.94995,125.22,39.41,58.04,23.06,15.74,42.35,43.22,91.1,45.68,104.56,6.0,1375.73999,42.21,120.26,58.39,147.14,87.03,44.82,272.10999,176.53999,210.10001,141.52,77.19,182.50999,312.10001,52.27,132.94,37.36,114.55,69.87,106.28,60.34,2.02,120.17,51.1,34.5,179.47,123.78,44.12
2020-05-13,307.64999,88.87,55.6,236.83,2367.91992,121.5,39.63,57.51,22.23,15.17,40.6,41.95,88.7,43.9,102.92,5.79,1349.32996,42.74,115.73,57.74,147.13,84.03,43.94,269.16,172.82001,205.10001,136.12,77.89,179.75,311.20001,51.65,132.96001,37.05,113.92,68.79,98.64,58.52,1.97,117.76,50.92,33.29,177.09,123.71,41.93
2020-05-14,309.54001,89.94,57.4,237.98,2388.8501,122.52,40.36,56.84,22.14,15.57,42.06,43.85,90.05,45.25,105.91,5.7,1356.13,40.86,116.95,59.08,147.64,87.52,43.7,277.31,175.41,206.81,135.99001,80.05,180.53,321.22,52.91,133.08,37.92,113.81,67.96,98.02,59.53,1.99,116.95,52.1,33.73,180.89999,123.42,42.3
2020-05-15,307.70999,90.71,57.79,240.2,2409.78003,120.0,41.35,55.91,21.82,15.18,41.92,44.27,89.16,45.45,109.05,5.49,1373.18994,40.91,116.98,58.28,150.44,85.9,43.26,278.94,173.81,210.88,138.69,79.78,183.16,339.63,52.92,135.95,37.76,114.61,67.78,96.43,58.74,1.97,116.89,49.8,33.03,183.49001,125.94,42.0
2020-05-18,314.95999,91.47,62.26,233.19,2426.26001,135.44,44.79,59.26,23.51,16.02,45.67,45.06,92.55,48.1,116.85,6.27,1383.93994,41.28,121.56,59.92,150.52,90.45,44.97,289.89999,179.83,213.19,149.27,79.72,184.91,350.01001,53.15,135.52,38.07,116.21,68.25,100.33,61.64,2.12,119.47,51.87,35.69,191.38,127.66,45.34
2020-05-19,313.14001,91.2,63.4,227.42999,2449.33008,130.44,44.85,58.26,22.91,15.64,44.43,44.605,89.62,47.78,114.37,6.21,1373.48499,40.93,120.29,60.29,149.02,88.67,44.54,290.73001,179.57001,216.88,148.38,77.55,183.63,352.22,52.34,131.73,37.68,112.44,68.51,101.23,60.03,1.95,118.22,50.81,35.35,189.36,124.95,43.94
2020-05-20,319.23001,91.19,64.02,227.87,2497.93994,133.32001,45.86,58.38,23.62,15.95,45.47,45.44,93.0,48.87,119.92,6.42,1406.71997,41.31,121.38,63.1,147.67999,91.33,45.89,298.79999,184.10001,229.97,149.67999,76.89,185.66,358.79999,52.9,131.25999,37.63,113.28,70.47,103.91,61.87,2.02,119.82,51.84,36.49,193.86,125.45,45.37
2020-05-21,316.85001,93.02,63.9,224.78,2446.73999,139.0,45.54,58.57,23.38,16.21,45.0,44.64,92.04,48.87,117.83,6.48,1402.80005,41.03,119.12,61.98,146.71001,90.17,45.17,294.26001,185.08,231.39,145.81,76.55,183.42999,351.01001,52.22,130.21001,37.26,111.62,70.5,105.13,59.98,2.02,117.95,50.75,36.04,190.62,124.99,44.56
2020-05-22,318.89001,92.1,63.95,226.42999,2436.87988,137.53,45.5,59.03,22.98,15.9,44.1,44.9,90.28,48.69,118.02,6.41,1410.42004,40.89,118.39,62.255,144.37,89.47,45.03,294.91,184.41,234.91,146.44,76.37,183.50999,361.04999,52.62,130.48,37.5,112.6,70.45,104.88,58.87,2.08,117.56,49.8,36.02,190.86,124.33,44.6
2020-05-26,316.73001,90.71,66.09,222.39999,2421.86011,144.73,45.93,60.75,23.26,16.38,48.17,44.84,93.3,50.37,120.95,6.8,1417.02002,40.75,121.76,62.34,144.56,95.82,46.09,303.32999,184.84,232.2,152.08,77.26,181.57001,348.70999,52.78,129.75,37.49,112.03,72.13,111.36,63.78,2.23,124.11,50.82,36.52,193.22,123.86,45.91
2020-05-27,318.10999,89.98,66.92,224.81,2410.38989,149.52,46.21,60.86,23.93,16.48,52.26,45.96,93.9,49.46,121.53,7.29,1417.83997,40.94,125.54,63.56,144.89,101.37,46.73,299.76999,187.72,229.14,158.14999,77.55,181.81,341.01001,53.2,130.81,37.41,113.89,73.91,112.07,66.97,2.38,126.81,51.74,37.26,192.82001,122.48,46.24
2020-05-28,318.25,90.03,64.12,224.13,2401.1001,149.82001,46.7,61.53,23.26,16.01,49.16,45.595,90.87,50.5,116.75,6.78,1416.72998,41.54,124.53,61.7,146.97,99.86,47.09,302.29999,188.73,225.46001,156.82001,79.04,181.39999,339.48001,53.62,132.28999,38.18,116.06,73.51,109.26,66.25,2.35,128.36,50.28,37.44,194.25999,123.69,45.04
2020-05-29,317.94,92.67,63.58,229.7,2442.37012,145.85001,47.1,61.71,23.14,15.77,47.91,47.82,91.7,50.73,117.3,6.57,1428.92004,41.92,124.9,62.93,148.75,97.31,46.68,300.89001,186.32001,225.09,156.44,80.72,183.25,355.01999,53.77,131.55,38.19,115.92,73.36,108.26,64.85,2.27,126.01,50.33,37.58,195.24001,124.06,45.47
2020-06-01,321.85001,90.7,65.12,226.91,2471.04004,151.39,48.25,60.59,23.84,16.43,49.45,46.3,92.79,50.88,118.77,6.76,1431.81995,41.85,124.89,61.86,147.19,98.6,46.99,301.39999,187.41,231.91,155.58,79.56,182.83,352.25,53.06,132.99001,35.46,117.25,73.79,109.62,67.34,2.33,126.45,51.03,38.66,194.35001,123.96,46.28
2020-06-02,323.34,91.04,67.21,223.72,2472.40991,153.31,49.77,60.97,24.95,17.0,50.84,46.89,94.69,52.65,118.75,7.05,1439.21997,42.03,126.0,62.12,148.25,98.93,46.9,303.59,187.59,232.72,157.64,80.84,184.91,353.01001,53.28,132.63,36.16,118.06,73.73,110.81,69.33,2.41,126.48,52.01,39.28,196.36,123.94,47.31
2020-06-03,325.12,90.89,69.96,221.0,2478.3999,173.16,50.48,61.58,25.9,17.11,53.34,46.94,97.18,54.58,122.18,7.36,1436.38,42.12,129.05,61.93,148.64999,104.27,47.9,307.07001,193.28999,230.16,161.21001,82.06,185.36,350.78,53.49,132.82001,36.16,118.53,74.21,116.17,69.94,2.54,128.73,53.06,40.84,196.87,123.47,49.24
2020-06-04,322.32001,93.04,68.51,220.88,2460.6001,184.3,50.4,59.87,25.69,17.81,55.65,46.86,96.28,54.98,123.69,7.74,1412.18005,41.65,128.89,62.97,146.73,106.44,47.92,301.37,193.24001,226.28999,162.55,81.55,182.92,350.66,52.85,130.57001,36.01,116.05,75.19,119.53,70.44,2.61,128.16,54.28,40.75,193.64,122.11,49.1
2020-06-05,331.5,93.85,69.9,225.67,2483.0,205.42999,51.45,61.99,27.71,19.15,58.86,47.83,100.81,56.14,124.82,7.88,1438.39001,41.7,132.06,64.34,147.3,111.23,49.09,311.88,197.16,230.77,167.41,82.26,187.2,356.79999,53.98,132.44,35.99,118.33,75.91,120.04,71.92,2.81,131.10001,55.2,43.08,199.61,121.56,53.08
2020-06-08,333.45999,94.59,70.79,225.75,2524.06006,230.5,52.68,62.89,28.38,19.37,61.24,48.13,103.24,57.04,127.28,8.46,1446.60999,42.37,135.75,63.67,146.77,113.45,49.85,310.41,202.64999,231.39999,166.87,82.9,188.36,352.20001,55.1,132.21001,36.59,119.05,77.7,120.67,71.89,2.9,132.07001,55.57,44.19,199.60001,121.24,54.74
2020-06-09,343.98999,96.17,67.67,224.89999,2600.86011,216.74001,52.28,61.48,27.34,18.91,59.5,48.05,101.53,55.93,123.89,8.02,1456.16003,41.88,131.87,63.04,145.96001,110.54,49.0,311.48999,199.52,238.67,166.7,82.26,189.8,361.84,54.18,132.97,36.21,118.34,75.65,117.72,70.65,2.84,130.59,56.61,42.83,199.08,121.35,53.52
2020-06-10,352.84,96.9,66.51,227.12,2647.44995,203.41,52.46,60.27,26.38,18.64,55.86,47.42,97.58,53.68,122.18,7.61,1465.84998,42.41,129.87,63.87,147.8,106.06,48.62,313.14999,195.8,236.73,163.89999,81.77,196.84,374.67001,54.11,134.13,35.92,119.23,75.14,115.84,69.74,2.72,131.00999,57.55,41.99,200.48,121.16,50.65
2020-06-11,335.89999,92.26,61.17,218.89999,2557.95996,170.0,48.67,56.1,24.07,17.37,48.39,43.67,89.37,49.98,112.64,6.95,1403.83997,40.21,118.01,59.7,140.87,97.21,45.54,291.25,187.50999,224.42999,152.38,77.35,186.27,351.85001,51.31,127.84,33.3,116.26,71.25,105.11,65.99,2.46,124.44,55.04,38.37,188.88,120.09,46.18
2020-06-12,338.79999,92.46,63.14,217.89999,2545.02002,189.50999,50.01,56.81,24.75,17.64,52.25,45.07,92.39,51.01,115.49,7.25,1413.18005,40.42,121.91,59.33,142.14999,99.87,45.6,297.79001,189.17,228.58,154.87,76.3,187.74001,357.29999,51.86,129.0,33.75,115.62,70.42,107.65,67.3,2.51,127.82,56.0,39.59,192.25999,117.74,47.17
2020-06-15,342.98999,93.08,63.84,219.78,2572.67993,190.94,49.35,57.43,24.36,17.28,52.98,45.35,91.23,51.99,117.08,7.24,1419.84998,40.72,121.65,60.1,141.25,101.25,46.3,297.17001,189.49001,232.5,157.73,74.02,188.94,366.95001,53.25,130.48,33.36,116.69,72.2,112.68,67.37,2.44,127.4,56.02,39.64,191.75999,118.08,47.14
2020-06-16,352.07999,96.06,64.14,226.87,2615.27002,197.77,50.05,58.22,24.55,17.59,54.45,46.48,94.03,53.13,118.44,7.47,1442.71997,41.32,125.15,60.4,144.46001,102.06,46.77,304.48001,190.32001,235.64999,159.67,76.97,193.57001,362.73999,54.59,131.67,33.4,118.13,74.66,116.52,68.48,2.51,129.60001,55.8,40.24,192.88,119.65,48.2
2020-06-17,351.59,95.74,63.96,225.97,2640.97998,192.53999,49.64,56.65,23.7,17.64,53.0,46.17,91.54,52.77,117.65,7.24,1451.12,41.83,124.15,60.49,144.02,99.48,46.58,303.76001,190.78999,235.53,159.22,76.29,194.24001,369.44,51.52,131.75999,33.56,117.93,74.09,115.13,67.98,2.47,128.88,56.6,39.97,193.56,119.03,46.63
2020-06-18,351.73001,96.23,62.83,230.32001,2653.97998,192.28999,49.02,56.55,23.69,17.07,53.04,45.83,91.94,52.58,118.37,7.28,1435.95996,40.95,124.16,60.08,143.41,98.94,46.99,304.85001,189.49001,235.94,159.21001,76.22,196.32001,368.72,53.69,132.78,33.24,119.28,74.6,114.3,68.45,2.41,129.12,56.15,39.86,193.91,117.99,46.92
2020-06-19,349.72,96.71,63.1,238.7,2675.01001,187.02,47.96,54.39,23.67,17.17,52.92,45.32,90.63,52.6,114.35,7.15,1431.71997,41.1,122.47,59.62,143.83,97.81,46.02,296.5,186.56,238.78999,158.14999,77.9,195.14999,370.45001,54.4,131.28,33.42,118.92,72.2,115.75,67.99,2.37,127.79,55.31,39.38,192.2,119.85,45.98
2020-06-22,358.87,97.27,63.5,234.19,2713.82007,188.52,49.11,55.75,23.87,17.1,52.06,45.16,91.59,52.98,115.92,7.04,1451.85999,41.22,121.07,60.09,143.39,96.75,45.74,304.44,187.46001,239.22,156.69,76.75,200.57001,381.07001,55.12,131.05,33.11,117.75,72.04,118.56,68.04,2.38,128.13,56.0,39.98,194.96001,121.68,46.42
2020-06-23,366.53,97.31,65.35,235.75,2764.40991,187.88,49.82,55.35,24.17,17.05,52.95,45.47,91.44,52.91,116.59,7.0,1464.41003,41.59,119.41,59.92,142.86,97.93,45.64,306.88,186.62,242.24001,157.84,77.12,201.91,378.0,55.19,131.36,32.77,117.73,71.49,120.12,68.32,2.49,129.09,56.76,40.57,197.97,121.07,46.7
2020-06-24,360.06,95.14,62.88,232.50999,2734.3999,176.69,48.41,54.16,23.14,16.8,50.81,44.75,87.64,51.54,112.07,6.53,1431.96997,40.67,116.42,59.09,139.82001,94.66,44.65,294.01001,184.28999,234.02,152.22,75.87,197.84,369.42001,54.44,129.56,32.19,116.42,70.09,117.13,67.28,2.39,127.8,56.58,39.07,191.41,120.3,44.5
2020-06-25,364.84,96.99,63.68,235.11,2754.58008,174.88,49.41,53.69,23.5,16.94,52.68,45.22,89.21,53.09,111.36,6.68,1441.32996,41.12,119.03,58.51,139.67,97.96,44.93,298.01001,182.75999,235.67999,154.67,76.57,200.34,379.60001,54.53,131.41,32.32,117.89,70.67,121.69,68.28,2.48,127.77,57.04,39.17,193.98,119.71,45.17
2020-06-26,353.63,96.13,62.56,232.84,2692.87012,170.00999,48.54,53.03,22.76,16.57,49.58,46.31,86.46,51.42,109.1,6.48,1359.90002,40.55,117.19,57.5,137.81,92.59,43.57,289.34,179.74001,216.08,152.52,75.19,196.33,366.20001,54.18,128.92999,32.04,115.23,68.87,118.71,66.68,2.36,126.16,56.33,38.75,189.27,118.32,43.62
2020-06-29,361.78,96.44,64.02,231.56,2680.37988,194.49001,48.98,55.8,23.48,16.73,50.29,46.15,87.67,52.47,111.52,6.8,1394.96997,40.75,119.75,58.27,139.03999,93.0,44.36,292.92999,182.8,220.64,155.57001,76.12,198.44,368.0,54.76,131.08,32.64,117.66,70.51,120.84,67.41,2.45,126.89,56.39,38.9,191.38,119.06,44.32
2020-06-30,364.79999,98.18,64.51,235.86,2758.82007,183.3,49.73,56.66,23.32,16.4,51.1,46.64,89.23,53.13,111.51,6.83,1413.60999,40.79,120.77,59.83,140.63,94.06,44.68,295.70001,184.47,227.07001,155.99001,77.33,203.50999,379.91,55.27,132.25999,32.7,119.57,70.06,124.6,67.8,2.41,125.63,56.77,38.46,193.17,119.78,44.72
2020-07-01,364.10999,99.14,62.59,255.12,2878.69995,180.32001,49.45,57.81,23.21,16.93,50.35,46.06,87.62,52.32,113.01,6.74,1438.04004,40.86,118.54,58.81,140.38,93.26,44.82,301.17001,184.66,237.55,155.42999,78.12,204.7,381.20001,55.49,132.36,33.74,119.98,69.99,120.26,67.42,2.39,124.14,56.82,38.36,193.78,119.69,43.71
2020-07-02,364.10999,98.88,65.26,258.23999,2890.30005,180.81,50.07,58.54,23.41,17.8,50.55,45.63,88.31,53.72,112.18,6.82,1464.69995,41.22,119.7,59.13,140.97,92.66,44.88,302.42001,183.52,233.42,157.03999,78.78,206.25999,384.48999,55.94,132.85001,34.51,120.88,70.46,124.82,68.16,2.5,126.39,58.62,38.97,195.67,119.21,44.08
2020-07-06,373.85001,99.01,66.48,256.25,3057.04004,187.91,50.43,58.66,23.64,18.04,51.97,46.42,88.57,54.61,114.43,7.0,1495.69995,41.01,120.19,59.54,142.98,95.0,45.23,305.57001,188.5,240.28,158.10001,79.58,210.7,393.57001,56.6,133.3,34.51,121.63,70.6,128.14999,69.02,2.61,126.98,61.88,39.58,197.75999,118.89,44.39
2020-07-07,372.69,99.35,64.54,253.14999,3000.12012,178.88,49.92,57.56,23.02,18.04,50.32,45.63,86.31,53.61,113.63,6.76,1485.18005,40.38,117.58,58.31,142.85001,92.32,45.21,299.91,185.82001,240.86,154.82001,78.72,208.25,394.87,56.31,133.57001,34.03,122.22,72.94,125.26,67.93,2.51,124.96,60.71,38.54,194.2,126.95,43.24
2020-07-08,381.37,99.28,64.16,251.59,3081.11011,180.08,51.11,57.9,23.16,17.77,50.88,45.81,86.35,52.25,116.66,6.86,1496.0,40.73,117.71,58.61,143.27,93.3,45.07,300.14999,185.85001,243.58,154.58,77.92,212.83,408.64001,56.66,134.22,33.75,122.89,72.3,124.22,68.06,2.49,125.41,62.59,38.87,195.07001,124.44,43.14
